UPC,Description,Brand,NW Category,NW Subcategory,NW Sub Brand 1,NW Sub Brand 2,NW Sub Brand 3,Potency,FORM,AGE,GENDER,COMPANY,FUNCTIONAL INGREDIENT,HEALTH FOCUS,SIZE,HIGH LEVEL CATEGORY,NW_UPC,Unit of Measure,Pack Count,Organic,other ing. 2,other ing. 3,other ing. 4,other ing. 5,other ing. 6,other ing. 7,other ing. 8,other ing. 9,other ing. 10,other ing. 11,other ing. 12,other ing. 13,other ing. 14,other ing. 15,other ing. 16,other ing. 17,other ing. 18,other ing. 19,other ing. 20,Spare1,Spare2,Spare3,Spare4,Spare5
B09TT44S35,greenwood essential apprehensive relief - aromatherapy essential oil blend 10ml (0.33 oz) by greenwood,greenwood essential,REMOVE,,,,,,,,,greenwood essential,,,,REMOVE,B09TT44S35,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09TTRK78W,classic bdsm set red 17.5 bondage games sex whip for spanking adult,nc,REMOVE,,,,,,,,,nc,,,,REMOVE,B09TTRK78W,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09TV5LS2X,"dr. peanut butter cookies &cream with whey protein added creamy butter for snacks, cooking and baking - 22.9oz  no sugar  no gluten  natural sweetener  keto  paleo (cookies & cream)",partyreal,,,,,,,REMOVE,REMOVE,REMOVE,partyreal,value,SLEEP,REMOVE,REMOVE,B09TV5LS2X,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B09TVN21K4,[waller paa] 9 extra long bendable jelly vibrating anal dildo dong butt plug vibrator,waller paa,REMOVE,,,,,,,,,waller paa,,,,REMOVE,B09TVN21K4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09TWCVNT5,"120ml essential oil diffusers, aromatherapy diffuser, diffusers for essential oils large room, 2 mist mode auto off when waterless, 7 color light for room home and office decor gold",waoniq,REMOVE,,,,,,,,,waoniq,,,,REMOVE,B09TWCVNT5,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09TXSLTG5,"sivacarrotseedcarrieroil30ml(1floz)withpremiumglassdropper100%pure,natural,unrefined,coldpressed&premiumtherapeuticgrade,greatforaromatherapy,skin,hair&nailcare",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09TXSLTG5,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09TY4LMWR,"ejoyous human body bag, waterproof cadaver bag with 4 reinforced handles 210d oxford cloth storage bag, for funeral morgue supplies",ejoyous,REMOVE,,,,,,,,,ejoyous,,,,REMOVE,B09TY4LMWR,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09TZNGR4V,"b4 stacked hydration (orange) hydration powder packets  electrolyte drink mix  immunity boost  caffeine-free energy  travel-friendly, single servings  5 sticks",b4,UNKNOWN,UNKNOWN,,,,,POWDER,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,b4,electrolyte,ENERGY SUPPORT,1,PRIORITY VMS,B09TZNGR4V,COUNT,5,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B09TZPN68B,b4 stacked hydration drink mix (apple),b4,UNKNOWN,UNKNOWN,,,,,LIQUID,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,b4,apple,UNKNOWN,1,PRIORITY VMS,B09TZPN68B,UNKNOWN,UNKNOWN,NOT ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B09TZY6C6P,"troy lee designs motocross motorcycle dirt bike racing mountain bicycle gloves, ace 2.0 glove; glass green xl",troy lee designs,REMOVE,,,,,,,,,troy lee designs,,,,REMOVE,B09TZY6C6P,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09TZYS4PW,"boiclewny oil diffuser, 500ml essential diffuser with 6x10ml oils set, 14 color light, 23db quiet aromatherapy 4 optional timers, 15h long runtime,bpa-free for bedroom office(with light)",boiclewny,REMOVE,,,,,,,,,boiclewny,,,,REMOVE,B09TZYS4PW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V17FRK3,anal plug set,samko,REMOVE,,,,,,,,,samko,,,,REMOVE,B09V17FRK3,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V18VDQ4,"siva clove bud essential oil 10 ml (1/3 fl oz) - 100% pure, natural, undiluted & premium therapeutic grade, perfect for hair care, oral care, aromatherapy, diffuser & body massage",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09V18VDQ4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V1CYXWC,"siva clove bud essential oil 30 ml (1 fl oz) with premium glass dropper - 100% pure, natural, undiluted & therapeutic grade, perfect for hair care, oral care, aromatherapy, diffuser & body massage",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09V1CYXWC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V1FGQ8Z,"siva clove bud essential oil 4oz (118 ml) premium essential oil with dropper for diffuser, aromatherapy, dental care, hair care & massage",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09V1FGQ8Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V2Q6YVJ,"hemp oil - 3 pack - 800,000 maximum strength - pure & co2 extract drops - organic, vegan, non-gmo, grown in usa",hmone,FATTY ACIDS,HEMP/CBD,,,,,DROPS,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,hmone,hemp oil,PAIN & INFLAMMATION,3,PRIORITY VMS,B09V2Q6YVJ,COUNT,UNKNOWN,ORGANIC,,,,,,,,,,,,,,,,,,,,,,,,
B09V3F8PFF,"bite healer, electronic heat pen against itching from bites, antipruritic device bites for the treatment of bites and bites, without chemical substances()",zjchao,REMOVE,,,,,,,,,zjchao,,,,REMOVE,B09V3F8PFF,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V58Z5W4,doitool scent diffuser car diffuser 10pcs mini diffuser refill pads essential oil refill pad replacement circle pads for diffusers spa room car scent diffuser car diffuser,doitool,REMOVE,,,,,,,,,doitool,,,,REMOVE,B09V58Z5W4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V5GTJM9,metrol neotea ponnatharam hartal varki haratal powder 100gm,sattie,,,,,,,POWDER,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,sattie,metrol,"COUGH, COLD & FLU",1,REMOVE,B09V5GTJM9,g,UNKNOWN,NOT ORGANIC,neotea,ponnatharam,hartal,varki,haratal,,,,,,,,,,,,,,,,,,,
B09V71HRGG,dakseng air essential mist diffuser ultransonic aromatherapy 500ml oil mist humidifier vaporizer for house office bedroom with remote control 7 led color light mode cool mist humidifier,dakseng,REMOVE,,,,,,,,,dakseng,,,,REMOVE,B09V71HRGG,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V7MYD91,urethral sounds catheter vibrating wand massager small waterproof handheld cordless massager for male masturbation black,erun,REMOVE,,,,,,,,,erun,,,,REMOVE,B09V7MYD91,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09V9HZYWW,air wick essential mist ? refill vanilla & pink papaya 6/1 ct. (pack of 3),air wick,REMOVE,,,,,,,,,air wick,,,,REMOVE,B09V9HZYWW,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VC1M4HS,"camelbakpowderhound12snowhydrationpack,70ozinsulatedwinterhydrationbackpack-liftaccessquickreleaseharness,bluemist/black",camelbak,,,,,,,REMOVE,REMOVE,REMOVE,camelbak,value,SLEEP,REMOVE,REMOVE,B09VC1M4HS,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B09VC3S44H,"camelbakpowderhound12snowhydrationpack,70ozinsulatedwinterhydrationbackpack-liftaccessquickreleaseharness,vapor/flame/beet",camelbak,,,,,,,REMOVE,REMOVE,REMOVE,camelbak,value,SLEEP,REMOVE,REMOVE,B09VC3S44H,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B09VCX9HVK,"doc johnson a-play - expander - rechargeable inflataing silicone anal plug with remote, black",doc johnson,REMOVE,,,,,,,,,doc johnson,,,,REMOVE,B09VCX9HVK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VFKDFD4,nina corrine,nina,REMOVE,,,,,,,,,nina,,,,REMOVE,B09VFKDFD4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VGZML75,strap-on-me  heroin harness  made with strap & microfibers  simple & confortable but sexy & chic on the back  universal dildo compatible - size xxl,strap-on-me,REMOVE,,,,,,,,,strap-on-me,,,,REMOVE,B09VGZML75,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VK28VM2,"frieda's organic ginger, 6 oz",frieda's,,,,,,,REMOVE,REMOVE,REMOVE,frieda's,,UNKNOWN,N/A,REMOVE,B09VK28VM2,N/A,N/A,REMOVE,,,,,,,,,,,,,,,,,,,,,,,,
B09VK77DJK,"biox natural whey isolate  unflavoured whey isolate protein powder  no artificial flavours or sweeteners  32g protein, sugar free, carb free, low lactose protein powder  5lb (unflavoured)",wutain,,,,,,,,,,wutain,,,,,B09VK77DJK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VKBBWFX,slimming body gel anti-cellulite gel firming resculpting gel exclusive body toning hot thermo treatment lunes  made in korea 200ml/ 6.76 fl. oz.,lunes,REMOVE,,,,,,,,,lunes,,,,REMOVE,B09VKBBWFX,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VKG9SHH,"stretchy stethoscope cover stethoscope crunchies, stretchy slim looking stethoscope sleeves, universal fit to all types of stethoscopes, patented from usa",abamerica,REMOVE,,,,,,,,,abamerica,,,,REMOVE,B09VKG9SHH,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VL4ST88,"aquaphor advanced protection healing ointment, 0.35 oz - 2 pk",aquaphor,REMOVE,,,,,,,,,aquaphor,,,,REMOVE,B09VL4ST88,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VMWZYRZ,"natures pure keto, advanced ketogenic pill shark formula 1300mg, naturespure, made in the usa (60 count (pack of 2))",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VMWZYRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VND5PLH,"jumporange19âgalaxytallwaterslideinflatablewithsplashpool,commercialgrade,backyardwaterpark,outdoorindooruse,summerfun,blowup,wetdrycombo(withblower)",jumporange,REMOVE,,,,,,,,,jumporange,,,,REMOVE,B09VND5PLH,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VNHKPLV,"lean time keto, advanced ketogenic pill shark formula 1300mg, made in the usa, (2 bottle pack), 60 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VNHKPLV,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VNSJN5Y,"natures pure keto, advanced ketogenic pill shark formula 1300mg, naturespure, made in the usa, (3 bottle pack), 90 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VNSJN5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VNSTKMQ,"fitology keto, advanced ketogenic pill shark formula 1300 mg, made in the usa, (3 bottle pack), 90 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VNSTKMQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VNX4HD6,"(1 month) keto strong xp, advanced formula, made in the usa, (1 bottle pack), 30 day supply",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VNX4HD6,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VP2C9BK,"keto strong xp, advanced ketogenic pill shark formula 1300 mg, made in the usa, (2 bottle pack), 60 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VP2C9BK,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VP2KVGB,"lean time keto, advanced ketogenic pill shark formula 1300mg, made in the usa, (3 bottle pack), 90 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VP2KVGB,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VP5HKG9,"fitology keto, advanced ketogenic pill shark formula 1300 mg, made in the usa, (2 bottle pack), 60 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VP5HKG9,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VPLLPMB,"siva lavender essential oil 4oz (118ml) premium essential oil with dropper for diffuser, aromatherapy, hair care, scalp massage & skin care",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09VPLLPMB,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VPPVJ2Y,"sivalemonessentialoil10ml(1/3floz)100%pure,natural,undiluted,coldpressed&premiumtherapeuticgrade,perfectforskincare,haircare,aromatherapy,diffuser&refreshingaroma",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09VPPVJ2Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VPSK26K,"siva lemon essential oil 1oz (30ml) premium essential oil with dropper for diffuser, aromatherapy, hair care, scalp massage & skin care",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09VPSK26K,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VPTFXNQ,"hemp oil capsules with omega 3 and 6 1000mg, best 100% organic hemp oil extract for pain support and immune support include zinc iron fatty amino acids",13seeds,REMOVE,,,,,,,,,13seeds,,,,REMOVE,B09VPTFXNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VPZQTB1,"hempvana ultra-strength deep heat as seen on tv breakthrough capsaicin & hemp formula, penetrating targeted warming relief from inflammation, muscle & joint aches, and more, mess-free, 4-oz, 4 oz, red",hempvana,REMOVE,,,,,,,,,hempvana,,,,REMOVE,B09VPZQTB1,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VQ697NM,"pino body oils (honey ginger, 100 ml (3.4 fl. oz.))",pino,REMOVE,,,,,,,,,pino,,,,REMOVE,B09VQ697NM,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VQRSDQP,bed geek set of 3 diamond jewelled butt plugs for anal training (black) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09VQRSDQP,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VQTCZ41,bed geek set of 3 diamond jewelled butt plugs for anal training (black) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09VQTCZ41,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VQTCZ43,bed geek set of 3 diamond jewelled butt plugs for anal training (black) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09VQTCZ43,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VQW4NS9,bed geek set of 3 diamond jewelled butt plugs for anal training (black) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09VQW4NS9,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VRBSM2N,bed geek set of 3 diamond jewelled butt plugs for anal training (black) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09VRBSM2N,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VRFRZB3,bed geek set of 3 diamond jewelled butt plugs for anal training (black) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09VRFRZB3,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VS67TG4,"vitamin d3 k2 supplement - 20,000 iu d3 + 200mcg k2(mk-7), 180 capsules, k2 d3 vitamin supplement for bone, immune, heart & teeth health, third-party tested, vegan, non-gmo, gluten free",naturelan,,,,,,,N/A,N/A,N/A,naturelan,,UNKNOWN,N/A,REMOVE,B09VS67TG4,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
B09VS77X5Q,"morakniv m-13973 scout 39 children's stainless steel fixed-blade knife with sheath, 3.39 length",morakniv,REMOVE,,,,,,,,,morakniv,,,,REMOVE,B09VS77X5Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VS77ZDT,"siva lemon essential oil 4oz (118ml) premium essential oil with dropper for diffuser, aromatherapy, hair care, scalp massage & skin care",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09VS77ZDT,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VTBT67Q,kiko milano face cleansing cloth  cotton and bamboo face cloth,kiko,REMOVE,,,,,,,,,kiko,,,,REMOVE,B09VTBT67Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VWW4N35,"(official) keto melt, advanced formula, made in the usa, (1 bottle pack), 30 day supply",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VWW4N35,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VX45LGC,havva relax calm roll on aromatherapy blend with essential oils on the go. pure therapeutic grade. 10ml,havva,REMOVE,,,,,,,,,havva,,,,REMOVE,B09VX45LGC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VXBVDL4,"(official) keto efx, strong advanced formula 1300mg, made in the usa, (1 bottle pack), 30 day supply",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VXBVDL4,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VXD1NZX,"(official) keto now, advanced ketogenic pill shark formula 1300mg, made in the usa, (1 bottle pack), 30 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VXD1NZX,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VXDQ8DX,"(official) keto now, advanced ketogenic pill shark formula 1300mg, made in the usa, (3 bottle pack), 90 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09VXDQ8DX,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VY1MBZV,sy36 everyday bra with pockets for mastectomy women breast prosthesis full gentle little floral red,sendyou,REMOVE,,,,,,,,,sendyou,,,,REMOVE,B09VY1MBZV,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09VYHRC99,"real ketones hydration multiplier with d bhb and mct, zero sugar, orange flavor, 30 drink mix packets",real ketones,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,,,,,PACKET,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,real ketones,ketones,WEIGHT MANAGEMENT,1,PRIORITY VMS,B09VYHRC99,COUNT,30,NOT ORGANIC,d bhb,mct,sugar,orange,,,,,,,,,,,,,,,,,,,,
B09W194QJP,bedstu staple,bed|stu,REMOVE,,,,,,,,,bed|stu,,,,REMOVE,B09W194QJP,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W1CY8KZ,bed geek set of 3 diamond jewelled butt plugs for anal training (purple) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09W1CY8KZ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W1D6DST,bed geek set of 3 diamond jewelled butt plugs for anal training (purple) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09W1D6DST,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W1D899P,bed geek set of 3 diamond jewelled butt plugs for anal training (purple) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09W1D899P,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W1JHYD5,bed geek set of 3 diamond jewelled butt plugs for anal training (purple) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09W1JHYD5,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W1JT49H,bed geek set of 3 diamond jewelled butt plugs for anal training (black) - soft silicone butt plug starter kit with flared base - adult fetish toys with velvet gift bag for couples and solo play,bed geek,REMOVE,,,,,,,,,bed geek,,,,REMOVE,B09W1JT49H,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W1KV74N,caudalie oil vinosculpt slimming oil concentrate,caudalie,REMOVE,,,,,,,,,caudalie,,,,REMOVE,B09W1KV74N,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W2S9MQ3,windsleeping g cup silicone breast forms mastectomy prosthesis fake boobs breast enhancers for crossdresser cosplay,windsleeping,REMOVE,,,,,,,,,windsleeping,,,,REMOVE,B09W2S9MQ3,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W2SMWXD,windsleeping ff cup triangle silicone breast forms mastectomy triangular prosthesis fake boobs comfort bra enhancer(2000g/pair),windsleeping,REMOVE,,,,,,,,,windsleeping,,,,REMOVE,B09W2SMWXD,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W2VSN54,"siva peppermint essential oil 4oz (118 ml) premium essential oil with dropper for diffuser, aromatherapy, hair care, scalp massage & skin care",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09W2VSN54,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W2VZDMQ,"sivapeppermintessentialoil30ml(1floz)withpremiumglassdropper100%pure,natural,undiluted&therapeuticgrade,perfectforskin&hairrejuvenation,bodymassage,diffuser&aromatherapy",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09W2VZDMQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W373V3W,"anomaly haircare - leave-in hair conditioner with avocado butter & murumuru butter  hydrate & protect  sulfate free & paraben free  for women & men  eco friendly & sustainable packaging from ocean plastic, 5 fl oz (pack of 3)",anomaly,REMOVE,,,,,,,,,anomaly,,,,REMOVE,B09W373V3W,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W49F6FH,"american floor mats 5/16 (8mm) thick 10% grey 4' x 6' rubber rolls, rubber gym flooring, natural rubber exercise mats",american floor mats,REMOVE,,,,,,,,,american floor mats,,,,REMOVE,B09W49F6FH,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W4KGSM4,pur cold pressed daily signature cleanse  sweet greens detox juice cleanse for weight management & colon cleanse  cleanse & detox with green juice for a healthier lifestyle (7-day signature),pur,ACTIVE NUTRITION,WEIGHT MANAGEMENT,,,,,REMOVE,REMOVE,REMOVE,pur,value,SLEEP,REMOVE,NON-PRIORITY VMS,B09W4KGSM4,REMOVE,REMOVE,REMOVE,reasoning,,,,,,,,,,,,,,,,,,,,,,,
B09W4NQY48,"raiten 4 pcs silicone toothbrush small dog cat toothbrush 360 degree all around baby toothbrush pet toothbrush, deep clean, independent packaging, 2 colors(blue, pink,simple)",raiten,REMOVE,,,,,,,,,raiten,,,,REMOVE,B09W4NQY48,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W53YQ55,"siva peppermint arvensis essential oil 4oz (118ml) premium essential oil with dropper for diffuser, aromatherapy, hair care, scalp massage, skin care & candle making",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09W53YQ55,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W5H6DZP,diffusers for essential oils large room: 500ml aromatherapy diffuser air humidifier for home - ultrasonic electric aroma vaporizer bedroom - scent cool mist oil humidifiers for office,moisturnt,REMOVE,,,,,,,,,moisturnt,,,,REMOVE,B09W5H6DZP,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W5ZKG8N,"herbalife afresh energy drink mix - peach flavor & cinnamon for weight loss energy drink (2x25 g, peach, cinnamon flavored)",herbalife,ACTIVE NUTRITION,WEIGHT MANAGEMENT,,,,,POWDER,AGE GROUP - NON SPECIFIC,GENDER - NON SPECIFIC,herbalife,peach,UNKNOWN,2,NON-PRIORITY VMS,B09W5ZKG8N,OZ,0.88185,NOT ORGANIC,cinnamon,,,,,,,,,,,,,,,,,,,,,,,
B09W6D8QTB,dark spot 28 ampoules,coup d'eclat,REMOVE,,,,,,,,,coup d'eclat,,,,REMOVE,B09W6D8QTB,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W8Q2Q4D,"(official) keto strong, advanced ketogenic pill shark formula 1300mg, made in the usa, (2 bottle pack), 60 day supply tank",malibu labs,REMOVE,,,,,,,,,malibu labs,,,,REMOVE,B09W8Q2Q4D,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W9KG928,j bryant gym cable replacement 49ft heavy duty 5mm steel wire rope for home gym diy cable pulley machine system workout exercise equipment,j bryant,REMOVE,,,,,,,,,j bryant,,,,REMOVE,B09W9KG928,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W9N5JZ7,dr. comfort unisex 30-40 mmhg wound ulcer kit right,dr. comfort,REMOVE,,,,,,,,,dr. comfort,,,,REMOVE,B09W9N5JZ7,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W9Q2WLR,dr. comfort unisex 10-15 mmhg wound ulcer kit liner,dr. comfort,REMOVE,,,,,,,,,dr. comfort,,,,REMOVE,B09W9Q2WLR,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W9SX1W8,"siva tea tree essential oil 4oz (118ml) premium essential oil with dropper for diffuser, aromatherapy, hair care, scalp massage & skin care",siva organics,REMOVE,,,,,,,,,siva organics,,,,REMOVE,B09W9SX1W8,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09W9TZBBL,"masgemes rose quartz tree gemstone crystal tree of life,amethyst cluster base,healing pink crystal chakra balancing positive energy,table bonsai feng shui decor money tree 10-11",masgemes,REMOVE,,,,,,,,,masgemes,,,,REMOVE,B09W9TZBBL,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WCNWN6L,"aofitee dog recovery suit, breathable dog surgery recovery suit for dogs female male, after surgery dog onesie, stripe pet surgical recovery shirt for abdominal wounds, cone e-collar alternative",aofitee,REMOVE,,,,,,,,,aofitee,,,,REMOVE,B09WCNWN6L,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WCSLSQC,"dog recovery suit, after surgery wear for pets male female, professional dog onesie for surgery for abdominal wounds recovery shirt, substitute e-collar & cone medium",karoku,REMOVE,,,,,,,,,karoku,,,,REMOVE,B09WCSLSQC,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WCY88CY,"dog recovery suit, after surgery wear for pets male female, professional dog onesie for surgery for abdominal wounds recovery shirt, substitute e-collar & cone small",karoku,REMOVE,,,,,,,,,karoku,,,,REMOVE,B09WCY88CY,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WD191HD,"dog recovery suit, after surgery wear for pets male female, professional dog onesie for surgery for abdominal wounds recovery shirt, substitute e-collar & cone xx-large",karoku,REMOVE,,,,,,,,,karoku,,,,REMOVE,B09WD191HD,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WD1P571,"aofitee dog recovery suit, breathable dog surgery recovery suit for dogs female male, after surgery dog onesie, stripe pet surgical recovery shirt for abdominal wounds, cone e-collar alternative",aofitee,REMOVE,,,,,,,,,aofitee,,,,REMOVE,B09WD1P571,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09WD2RXH3,"dog recovery suit, after surgery wear for pets male female, professional dog onesie for surgery for abdominal wounds recovery shirt, substitute e-collar & cone x-large",karoku,REMOVE,,,,,,,,,karoku,,,,REMOVE,B09WD2RXH3,,,,,,,,,,,,,,,,,,,,,,,,,,,
